# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-01-05
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr17	63857016	63864379	17q23.3	17q23.3	612756	TCAM1P, TCAM1	Testicular cell adhesion molecule 1, pseudogene	TCAM1P	146771	ENSG00000240280			
chr17	63872012	63873729	17q22-q24	17q23.3	118820	CSH2, CSB	Chorionic somatomammotropin B	CSH2	1443	ENSG00000213218			Gh (MGI:95707)
chr17	63880215	63881944	17q22-q24	17q23.3	139240	GH2, GHV	Growth hormone-2	GH2	2689	ENSG00000136487			Gh (MGI:95707)
chr17	63894918	63896574	17q22-q24	17q23.3	150200	CSH1, CSA, PL	Chorionic somatomammotropin hormone-1	CSH1	1442	ENSG00000136488		[Placental lactogen deficiency] (1)	Gh (MGI:95707)
chr17	63909608	63911258	17q22-q24	17q23.3	603515	CSHL1, CSL	Chorionic somatomammotropin hormone-like 1	CSHL1	1444	ENSG00000204414			Gh (MGI:95707)
chr17	63917203	63918839	17q22-q24	17q23.3	139250	GH1, GHN, IGHD1A, IGHD1B, IGHD2	Growth hormone-1	GH1	2688	ENSG00000259384	5'-GH1-CSHP1-CSH1-GH2-CSH2-3'	Kowarski syndrome, 262650 (3), Autosomal recessive; Growth hormone deficiency, isolated, type II, 173100 (3), Autosomal dominant; Growth hormone deficiency, isolated, type IB, 612781 (3); Growth hormone deficiency, isolated, type IA, 262400 (3), Autosomal recessive	Gh (MGI:95707)
chr17	63928740	63932331	17q23	17q23.3	147245	CD79B, IGB, B29, AGM6	CD79B antigen	CD79B	974	ENSG00000007312		Agammaglobulinemia 6, 612692 (3), Autosomal recessive	Cd79b (MGI:96431)
chr17	63938554	63972918	17q23.1-q25.3	17q23.3	603967	SCN4A, HYPP, NAC1A, HOKPP2, CMS16, CMYP22A	Sodium voltage-gated channel, alpha subunit 4	SCN4A	6329	ENSG00000007314	21.5kb from GH1	Paramyotonia congenita, 168300 (3), Autosomal dominant; Hyperkalemic periodic paralysis, 170500 (3), Autosomal dominant; Congenital myopathy 22B, severe fetal, 620369 (3), Autosomal recessive; Hypokalemic periodic paralysis, type 2, 613345 (3), Autosomal dominant; Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3), Autosomal dominant; Myasthenic syndrome, congenital, 16, 614198 (3), Autosomal recessive; Congenital myopathy 22A, classic, 620351 (3), Autosomal recessive	Scn4a (MGI:98250)
chr17	64002595	64020633	17q23-q25	17q23.3	146630	ICAM2	Intercellular adhesion molecule-2	ICAM2	3384	ENSG00000108622			Icam2 (MGI:96394)
chr17	64039142	64130144	17q23.3	17q23.3	604033	ERN1, IRE1, IRE1A	Endoplasmic reticulum-to-nucleus signaling 1	ERN1	2081	ENSG00000178607			Ern1 (MGI:1930134)
chr17	64147227	64263260	17q23.3	17q23.3	619929	TEX2, KIAA1738	Testis-expressed gene 2	TEX2	55852	ENSG00000136478			Tex2 (MGI:102465)
chr17	64319415	64390860	17q23	17q23.3	173445	PECAM1	Platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	5175	ENSG00000261371			Pecam1 (MGI:97537)
chr17	64477785	64497054	17q23-q24	17q23.3	604983	POLG2, POLGB, PEOA4, MTDPS16A, MTDPS16B	Polymerase, DNA, gamma-2	POLG2	11232	ENSG00000256525	mutation identified in 1 MTDPS16A patient and 1 MTDPS16B patient	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4, 610131 (3), Autosomal dominant; ?Mitochondrial DNA depletion syndrome 16 (hepatic type), 618528 (3), Autosomal recessive; ?Mitochondrial DNA depletion syndrome 16B (neuroophthalmic type), 619425 (3), Autosomal recessive	Polg2 (MGI:1354947)
chr17	64498254	64506866	17q23-q25	17q23.3	180630	DDX5, HLR1, G17P1	DEAD-box helicase 5	DDX5	1655	ENSG00000108654	near BRCA1		Ddx5 (MGI:105037)
chr17	64542282	64662307	17q23.3-q24.1	17q23.3-q24.1	605532	SMURF2	SMAD-specific E3 ubiquitin protein ligase 2	SMURF2	64750	ENSG00000108854			Smurf2 (MGI:1913563)
chr17	64600001	72900000	17q24		115660	CTRCT7, CCA1	Cataract 7		878			Cataract 7, 115660 (2), Autosomal dominant	
chr17	64600001	72900000	17q24		616425	SRXY10	46,XY sex reversal 10				deletion of 32.5kb XYSR regulatory region upstream of SOX9	46XY sex reversal 10, 616425 (4), Autosomal dominant	
chr17	64854130	64919478	17q24.1	17q24.1	616557	LRRC37A3	Leucine-rich repeat-containing protein 37A3	LRRC37A3	374819	ENSG00000176809			Lrrc37,Lrrc37a (MGI:2685097,MGI:2685730)
chr17	65009289	65056740	17q24.3	17q24.1	604406	GNA13	Guanine nucleotide-binding protein, alpha-13	GNA13	10672	ENSG00000120063			Gna13 (MGI:95768)
chr17	65137370	65227703	17q23-q24	17q24.1	604067	RGS9, PERRS1	Regulator of G protein signaling 9	RGS9	8787	ENSG00000108370		Prolonged electroretinal response suppression 1, 608415 (3), Autosomal recessive	Rgs9 (MGI:1338824)
chr17	65528563	65561648	17q24	17q24.1	604025	AXIN2, ODCRCS	Axis inhibitor 2 (conductin, mouse, homolog of)	AXIN2	8313	ENSG00000168646		Colorectal cancer, somatic, 114500 (3); Oligodontia-colorectal cancer syndrome, 608615 (3), Autosomal dominant	Axin2 (MGI:1270862)
chr17	65635537	66192133	17q24.1	17q24.1	618980	CEP112, CCDC46, MACOCO, SPGF44	Centrosomal protein, 112kD	CEP112	201134	ENSG00000154240		Spermatogenic failure 44, 619044 (3), Autosomal recessive	Cep112 (MGI:1923673)
chr17	66200001	72900000	17q24.2-q24.3		135400	HTGH, DEL17q24	Hypertrichosis terminalis, generalized, with or without gingival hyperplasia (chromosome 17q24 microdeletion syndrome)					Hypertrichosis terminalis, generalized, with or without gingival hyperplasia, 135400 (4), Autosomal recessive	
chr17	66212033	66229415	17q23-qter	17q24.2	138700	APOH	Apolipoprotein H (beta-2-glycoprotein I)	APOH	350	ENSG00000091583			Apoh (MGI:88058)
chr17	66302613	66810743	17q22-q23.2	17q24.2	176960	PRKCA, PKCA	Protein kinase C, alpha polypeptide	PRKCA	5578	ENSG00000154229	cen-COL1A1-PKCA-GH1	Pituitary tumor, invasive (3)	Prkca (MGI:97595)
chr17	66835117	66894751	17q24	17q24.2	606405	CACNG5	Calcium channel, voltage-dependent, gamma-5 subunit	CACNG5	27091	ENSG00000075429			Cacng5 (MGI:2157946)
chr17	66964707	67033398	17q24.2	17q24.2	606404	CACNG4	Calcium channel, voltage-dependent, gamma-4 subunit	CACNG4	27092	ENSG00000075461			Cacng4 (MGI:1859167)
chr17	67044554	67056797	17q24	17q24.2	114209	CACNG1, CACNLG	Calcium channel, voltage-dependent, gamma-1 subunit	CACNG1	786	ENSG00000108878			Cacng1 (MGI:1206582)
chr17	67070444	67245989	17q24.2	17q24.2	606699	HELZ, KIAA0054, HUMORF5	Helicase with zinc finger domain	HELZ	9931	ENSG00000198265			Helz (MGI:1925705)
chr17	67337916	67366577	17q24.2	17q24.2	604450	PSMD12, P55, STISS	Proteasome 26S subunit, non-ATPase, 12	PSMD12	5718	ENSG00000197170		Stankiewicz-Isidor syndrome, 617516 (3), Autosomal dominant	Psmd12 (MGI:1914247)
chr17	67377281	67697256	17q24.2	17q24.2	605134	PITPNC1, RDGBB	Phosphatidylinositol transfer protein, cytoplasmic, 1	PITPNC1	26207	ENSG00000154217			Pitpnc1 (MGI:1919045)
chr17	67717936	67744531	17q24.2	17q24.2	615366	NOL11	Nucleolar protein 11	NOL11	25926	ENSG00000130935			Nol11 (MGI:1916229)
chr17	67825503	67984378	17q24	17q24.2	601819	BPTF, FALZ, FAC1, NURF301, NEDDFL	Bromodomain PHD finger transcription factor	BPTF	2186	ENSG00000171634		Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies, 617755 (3), Autosomal dominant	Bptf (MGI:2444008)
chr17	68035735	68046854	17q23-q24	17q24.2	600685	KPNA2, RCH1, QIP2	Karyopherin alpha-2	KPNA2	3838	ENSG00000182481			Kpna2,Kpna2rt (MGI:103561,MGI:3704480)
chr17	68206129	68257164	17q24.2	17q24.2	615169	AMZ2	Archaelysin family metallopeptidase 2	AMZ2	51321	ENSG00000196704			Amz2 (MGI:104837)
chr17	68259170	68452019	17q24.2	17q24.2	610008	ARSG, KIAA1001, USH4	Arylsulfatase G	ARSG	22901	ENSG00000141337		Usher syndrome, type IV, 618144 (3), Autosomal recessive	Arsg (MGI:1921258)
chr17	68267026	68291479	17q24.2	17q24.2	603880	SLC16A6, MCT7	Solute carrier family 16 (monocarboxylic acid transporter) member 6	SLC16A6	9120	ENSG00000108932			Slc16a6 (MGI:2144585)
chr17	68413623	68551316	17q23-q24	17q24.2	188830	PRKAR1A, TSE1, CNC1, CAR, PPNAD1, ACRDYS1	Protein kinase, cAMP-dependent, regulatory, type I, alpha	PRKAR1A	5573	ENSG00000108946	fused with RET to form PTC2	Pigmented nodular adrenocortical disease, primary, 1, 610489 (3), Autosomal dominant; Acrodysostosis 1, with or without hormone resistance, 101800 (3), Autosomal dominant; Adrenocortical tumor, somatic (3); Carney complex, type 1, 160980 (3), Autosomal dominant; Myxoma, intracardiac, 255960 (3), Autosomal dominant	Prkar1a (MGI:104878)
chr17	68421281	68457496	17q24.2	17q24.2	609224	WIPI1, WIPI49	WD40 repeat protein interacting with phosphoinositides 1	WIPI1	55062	ENSG00000070540			Wipi1 (MGI:1261864)
chr17	68535116	68601367	17q24.2	17q24.2	611062	FAM20A, AIGFS, AI1G	Family with sequence similarity 20, member A	FAM20A	54757	ENSG00000108950		Amelogenesis imperfecta, type IG (enamel-renal syndrome), 204690 (3), Autosomal recessive	Fam20a (MGI:2388266)
chr17	68867289	68955392	17q24.2	17q24.2	612505	ABCA8, KIAA0822	ATP-binding cassette, subfamily A, member 8	ABCA8	10351	ENSG00000141338			Abca8a,Abca8b (MGI:1351668,MGI:2386846)
chr17	68974488	69078977	17q24.2	17q24.2	612507	ABCA9	ATP-binding cassette, subfamily A, member 9	ABCA9	10350	ENSG00000154258			Abca9 (MGI:2386796)
chr17	69078702	69141895	17q24.2	17q24.2-q24.3	612504	ABCA6	ATP-binding cassette, subfamily A, member 6	ABCA6	23460	ENSG00000154262			Abca6 (MGI:1923434)
chr17	69100001	76800000	17q24.3-q25.1		261800	PRBNS	Pierre Robin syndrome		100301572		between D17S795 and D17S929	Pierre Robin syndrome, 261800 (2), Autosomal recessive	
chr17	69100001	76800000	17q24.3-q25.1		278850	SRXX2, DUP17q24.3	46XX sex reversal 2				duplication or triplication of 68kb XXSR regulatory region upstream of SOX9	46XX sex reversal 2, 278850 (4), Autosomal dominant	
chr17	69100001	72900000	17q24.3		614834	TTPP3	Thyrotoxic periodic paralysis, susceptibility to, 3		112272595		associated with rs312691	{Thyrotoxic periodic paralysis, susceptibility to, 3}, 614834 (2)	
chr17	69148007	69244848	17q24.2	17q24.3	612508	ABCA10	ATP-binding cassette, subfamily A, member 10	ABCA10	10349	ENSG00000154263			
chr17	69244311	69327133	17q24.2	17q24.3	612503	ABCA5, KIAA1888, HTC3	ATP-binding cassette, subfamily A, member 5	ABCA5	23461	ENSG00000154265	mutation identified in 1 HTC3 patient	?Hypertrichosis, congenital generalized, with gingival hyperplasia, 135400 (3), Autosomal recessive	Abca5 (MGI:2386607)
chr17	69414697	69553865	17q24.3	17q24.3	601254	MAP2K6, PRKMK6, MKK6, MEK6, MAPKK6	Mitogen-activated protein kinase kinase 6	MAP2K6	5608	ENSG00000108984			Map2k6 (MGI:1346870)
chr17	70075225	70135608	17q25	17q24.3	605722	KCNJ16, KIR5.1, HKTD	Potassium channel, inwardly rectifying, subfamily J, member 16	KCNJ16	3773	ENSG00000153822		Hypokalemic tubulopathy and deafness, 619406 (3), Autosomal recessive	Kcnj16 (MGI:1314842)
chr17	70169532	70180044	17q23.1-q24.2	17q24.3	600681	KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7, SQT3, ATFB9	Potassium channel, inwardly rectifying, subfamily J, member 2	KCNJ2	3759	ENSG00000123700		Atrial fibrillation, familial, 9, 613980 (3), Autosomal dominant; Andersen syndrome, 170390 (3), Autosomal dominant; Short QT syndrome 3, 609622 (3)	Kcnj2 (MGI:104744)
chr17	72121020	72126416	17q24.3-q25.1	17q24.3	608160	SOX9, CMD1, SRA1	SRY (sex-determining region Y)-box 9	SOX9	6662	ENSG00000125398		Campomelic dysplasia with autosomal sex reversal, 114290 (3), Autosomal dominant; Acampomelic campomelic dysplasia, 114290 (3), Autosomal dominant; Campomelic dysplasia, 114290 (3), Autosomal dominant	Sox9 (MGI:98371)
chr17	72403322	72592804	17q24.3	17q24.3	617079	LINC00673, HILNC75, SLNCR, LUCAIR1	Long intergenic noncoding RNA 673	LINC00673	100499467	ENSG00000227036			
chr17	72645949	73092688	17q24.3-q25.1	17q24.3-q25.1	616508	SLC39A11, ZIP11, C17orf26	Solute carrier family 39 (zinc transporter), member 11	SLC39A11	201266	ENSG00000133195			Slc39a11 (MGI:1917056)
chr17	72900001	83257441	17q25		602197	CDR3	Cerebellar degeneration-related autoantigen-3		8163				
chr17	72900001	83257441	17q25		614163	DSPS	Delayed sleep phase syndrome, susceptibility to				associated with rs28936679 in AANAT	{Delayed sleep phase syndrome, susceptibility to}, 614163 (2), Autosomal dominant	
chr17	72900001	83257441	17q25		603411	EPR1	Effector cell protease receptor 1						
chr17	72900001	83257441	17q25.1-q25.3		614149	NDNC9	Nail disorder, nonsyndromic congenital, 9 (anonychia-onycholysis)		100682325		max lod at D17S1301	Nail disorder, nonsyndromic congenital, 9, 614149 (2), Autosomal recessive	
chr17	73165010	73176633	17q24	17q25.1	182452	SSTR2	Somatostatin receptor-2	SSTR2	6752	ENSG00000180616			Sstr2 (MGI:98328)
chr17	73193055	73208507	17q25.1	17q25.1	606973	COG1, LDLB, KIAA1381, CDG2G	Component of oligomeric golgi complex 1	COG1	9382	ENSG00000166685		Congenital disorder of glycosylation, type IIg, 611209 (3), Autosomal recessive	Cog1 (MGI:1333873)
chr17	73283624	73312001	17q24-q25	17q25.1	605468	CDC42EP4, BORG4	CDC42 effector protein 4 (binder of Rho GTPases 4)	CDC42EP4	23580	ENSG00000179604			Cdc42ep4 (MGI:1929760)
chr17	73334384	73644445	17q25.1	17q25.1	607217	SDK2, KIAA1514	Sidekick cell adhesion molecule 2	SDK2	54549	ENSG00000069188			Sdk2 (MGI:2443847)
chr17	74203678	74210655	17q	17q25.1	604182	RPL38	Ribosomal protein L38	RPL38	6169	ENSG00000172809			Rpl38 (MGI:1914921)
chr17	74213571	74262020	17q25.1	17q25.1	608855	TTYH2	Tweety family member 2	TTYH2	94015	ENSG00000141540			Ttyh2 (MGI:2157091)
chr17	74274234	74314884	17q25	17q25.1	605483	DNAI2, CILD9	Dynein, axonemal, intermediate chain 2	DNAI2	64446	ENSG00000171595		Ciliary dyskinesia, primary, 9, with or without situs inversus, 612444 (3), Autosomal recessive	Dnai2 (MGI:2685574)
chr17	74326226	74355820	17q25.1	17q25.1	619610	KIF19	Kinesin family member 19	KIF19	124602	ENSG00000196169			Kif19a (MGI:2447024)
chr17	74367506	74372600	17q25.1	17q25.1	609046	GPR142, PGR2	G protein-coupled receptor 142	GPR142	350383	ENSG00000257008			Gpr142 (MGI:2668437)
chr17	74432088	74451658	17q25.1-q25.3	17q25.1	605949	GPRC5C, RAIG3	G protein-coupled receptor, family C, group 5, member C	GPRC5C	55890	ENSG00000170412			Gprc5c (MGI:1917605)
chr17	74466373	74484798	17q24	17q25.1	606790	CMRF35H, CMRF35H9	CMRF35H antigen	CD300A	11314	ENSG00000167851			Cd300a (MGI:2443411)
chr17	74521174	74531475	17q25.1	17q25.1	610705	CD300LB, TREM5, IREM3	CD300 antigen-like family, member B	CD300LB	124599	ENSG00000178789			Cd300lb (MGI:2685099)
chr17	74534635	74546115	17q22-q24	17q25.1	606786	CMRF35, CMRF35A	CMRF35 antigen	CD300C	10871	ENSG00000167850			Cd300c,Cd300c2 (MGI:2153249,MGI:3032626)
chr17	74557243	74567509	17q25.1	17q25.1	616560	CD300H	CD300H antigen	CD300H	100130520	ENSG00000284690			
chr17	74578643	74592283	17q25.1	17q25.1	616301	CD300LD, CD300D	CD300 antigen-like family, member D	CD300LD	100131439	ENSG00000204345			Cd300ld,Cd300ld2,Cd300ld3,Cd300ld4,Cd300ld5 (MGI:2442358,MGI:2687214,MGI:3649405,MGI:3702658,MGI:3702661)
chr17	74609885	74623738	17q25.1	17q25.1	609801	CD300E, CD300LE, IREM2, CLM2	CD300E antigen	CD300E	342510	ENSG00000186407			Cd300e (MGI:2387602)
chr17	74671131	74747335	17q25.1	17q25.1	609956	RAB37	Pas-associated protein RAB37	RAB37	326624	ENSG00000172794			Rab37 (MGI:1929945)
chr17	74694317	74712923	17q25.1	17q25.1	609807	CD300LF, IGSF13, IREM1, CLM1	CD300 antigen-like family, member F	CD300LF	146722	ENSG00000186074			Cd300lf (MGI:2442359)
chr17	74748628	74769353	17q25.1	17q25.1	604990	SLC9A3R1, EBP50, NHERF1, NPHLOP2	Solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulatory factor 1	NHERF1	9368	ENSG00000109062		Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287 (3), Autosomal dominant	Nherf1 (MGI:1349482)
chr17	74842023	74861532	17q25	17q25.1	138254	GRIN2C, NMDAR2C	Glutamate receptor, ionotropic, N-methyl D-aspartate 2C	GRIN2C	2905	ENSG00000161509			Grin2c (MGI:95822)
chr17	74862497	74872994	17q24-q25	17q25.1	103270	FDXR, ADXR, ANOA	Ferredoxin reductase (adrenodoxin reductase)	FDXR	2232	ENSG00000161513		Auditory neuropathy and optic atrophy, 617717 (3), Autosomal recessive	Fdxr (MGI:104724)
chr17	74874787	74893633	17q25.1	17q25.1	620577	FADS6	Fatty acid desaturase 6	FADS6	283985	ENSG00000172782			Fads6 (MGI:3039592)
chr17	74916083	74923255	17q24-q25	17q25.1	607696	USH1G, SANS	USH1 protein network component SANS	USH1G	124590	ENSG00000182040	?allelic to DFNA20	Usher syndrome, type 1G, 606943 (3), Autosomal recessive	Ush1g (MGI:2450757)
chr17	74924273	74933912	17q25.3	17q25.1	607827	OTOP2	Otopetrin 2	OTOP2	92736	ENSG00000183034			Otop2 (MGI:2388365)
chr17	74935802	74949992	17q25.3	17q25.1	607828	OTOP3	Otopetrin 3	OTOP3	347741	ENSG00000182938			Otop3 (MGI:1916852)
chr17	74950742	74972759	17q25.1	17q25.1	605752	HID1, 17orf28, DMC1, DEE105	HID1 domain-containing protein 1	HID1	283987	ENSG00000167861		Developmental and epileptic encephalopathy 105 with hypopituitarism, 619983 (3), Autosomal recessive	Hid1 (MGI:2445087)
chr17	75012670	75021261	17q25.1	17q25.1	603000	MRPL58, ICT1, DS1	Mitochondrial ribosomal protein L58	MRPL58	3396	ENSG00000167862			Mrpl58 (MGI:1915822)
chr17	75032571	75065886	17q25.1	17q25.1	613422	KCTD2, KIAA0176	Potassium channel tetramerization domain-containing 2	KCTD2	23510	ENSG00000180901			Kctd2 (MGI:1917632)
chr17	75038863	75046969	17q25.1	17q25.1	618121	ATP5PD, APT5H	ATP synthase, peripheral stalk, subunit D	ATP5PD	10476	ENSG00000167863			Atp5pd (MGI:1918929)
chr17	75087385	75110149	17q25.1	17q25.1	603879	SLC16A5, MCT6	Solute carrier family 16 (monocarboxylic acid transporter) member 5	SLC16A5	9121	ENSG00000170190			Slc16a5 (MGI:2443515)
chr17	75130228	75131742	17q23-q25	17q25.1	191720	NT5C, UMPH2, DNT1	5', 3' nucleotidase, cytosolic	NT5C	30833	ENSG00000125458			Nt5c (MGI:1354954)
chr17	75135243	75154512	17q25.2	17q25.1	619242	JPT1, HN1	Jupiter microtubule-associated homolog 1	JPT1	51155	ENSG00000189159	pseudogene on chr.2		Jpt1 (MGI:1096361)
chr17	75165586	75182959	17q25.1	17q25.1	603042	SUMO2, SMT3B	Small ubiquitin-like modifier 2	SUMO2	6613	ENSG00000188612			Sumo2 (MGI:2158813)
chr17	75205679	75235758	17q25	17q25.1	170285	NUP85, PCNT1, PCNT, NPHS17	Nucleoporin 85kD	NUP85	79902	ENSG00000125450		Nephrotic syndrome, type 17, 618176 (3), Autosomal recessive	Nup85 (MGI:3046173)
chr17	75261879	75266376	17q23-q25	17q25.1	611974	MRPS7, COXPD34	Mitochondrial ribosomal protein S7	MRPS7	51081	ENSG00000125445	mutation identified in 1 COXPD34 family	?Combined oxidative phosphorylation deficiency 34, 617872 (3), Autosomal recessive	Mrps7 (MGI:1354367)
chr17	75236599	75262363	Chr.17	17q25.1	606006	GGA3, KIAA0154	Golgi associated, gamma adaptin ear containing, ARF binding protein 3	GGA3	23163	ENSG00000125447			Gga3 (MGI:2384159)
chr17	75266228	75271292	17q25.1	17q25.1	612072	MIF4GD, SLIP1	MIF4G domain-containing protein	MIF4GD	57409	ENSG00000125457			Mif4gd (MGI:1916924)
chr17	75272992	75289433	17q25.3	17q25.1	606521	SLC25A19, DNC, MUP1, MCPHA, THMD3, THMD4	Solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	SLC25A19	60386	ENSG00000125454		Microcephaly, Amish type, 607196 (3), Autosomal recessive; Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710 (3), Autosomal recessive	Slc25a19 (MGI:1914533)
chr17	75318076	75405678	17q24-q25	17q25.1	108355	GRB2	Growth factor receptor-bound protein 2	GRB2	2885	ENSG00000177885			Grb2 (MGI:95805)
chr17	75456635	75500452	17q25.1	17q25.1	618163	TMEM94, KIAA0195, IDDCDF	Transmembrane protein 94	TMEM94	9772	ENSG00000177728		Intellectual developmental disorder with cardiac defects and dysmorphic facies, 618316 (3), Autosomal recessive	Tmem94 (MGI:1919197)
chr17	75500261	75515537	17q25.1	17q25.1	612185	CASKIN2, KIAA1139	CASK-interacting protein 2	CASKIN2	57513	ENSG00000177303			Caskin2 (MGI:2157062)
chr17	75516528	75524735	17q25.1	17q25.1	608755	TSEN54, SEN54, PCH2A, PCH4, PCH5	tRNA splicing endonuclease, subunit 54	TSEN54	283989	ENSG00000182173	mutation identified in 1 PCH5 patient	Pontocerebellar hypoplasia type 2A, 277470 (3), Autosomal recessive; Pontocerebellar hypoplasia type 4, 225753 (3), Autosomal recessive; ?Pontocerebellar hypoplasia type 5, 610204 (3), Autosomal recessive	Tsen54 (MGI:1923515)
chr17	75525002	75575209	17q25.1	17q25.1	618483	LLGL2	LLGL scribble cell polarity complex component 2	LLGL2	3993	ENSG00000073350			Llgl2 (MGI:1918843)
chr17	75626854	75667154	17q25	17q25.1	603781	RECQL5, RECQ5	DNA helicase, RecQ-like 5	RECQL5	9400	ENSG00000108469			Recql5 (MGI:2156841)
chr17	75646251	75647974	17q25.1	17q25.1	620531	SMIM6, ELN	Small integral membrane protein 6	SMIM6	100130933	ENSG00000259120			Smim6 (MGI:1915778)
chr17	75667338	75708059	17q25.1	17q25.1	610218	SAP30BP, HTRP, HCNGP, HTRG	SAP30-binding protein	SAP30BP	29115	ENSG00000161526			Sap30bp (MGI:1927479)
chr17	75721459	75757818	17q11-qter	17q25.1	147557	ITGB4, JEB5B, JEB5A	Integrin, beta-4	ITGB4	3691	ENSG00000132470		Epidermolysis bullosa, junctional 5B, with pyloric atresia, 226730 (3), Autosomal recessive; Epidermolysis bullosa, junctional 5A, intermediate, 619816 (3), Autosomal recessive	Itgb4 (MGI:96613)
chr17	75751469	75765192	17q24	17q25.1	604313	GALK1	Galactokinase-1	GALK1	2584	ENSG00000108479		Galactokinase deficiency with cataracts, 230200 (3), Autosomal recessive	Galk1 (MGI:95730)
chr17	75776434	75779779	17q25	17q25.1	601058	H3-3B, H3F3B, BRYLIB2	H3.3 histone B	H3-3B	3021	ENSG00000132475		Bryant-Li-Bhoj neurodevelopmental syndrome 2, 619721 (3), Autosomal dominant	H3f3a,H3f3b (MGI:1097686,MGI:1101768)
chr17	75784806	75825799	17q25.1	17q25.1	616375	UNK, UNKEMPT, ZC3H5, KIAA1753	Unkempt family zinc finger protein	UNK	85451	ENSG00000132478			Unk (MGI:2442456)
chr17	75827225	75844404	17q25.1	17q25.1	608897	UNC13D, MUNC13-4, HPLH3, HLH3, FHL3	unc-13 homolog D	UNC13D	201294	ENSG00000092929		Hemophagocytic lymphohistiocytosis, familial, 3, 608898 (3), Autosomal recessive	Unc13d (MGI:1917700)
chr17	75845699	75856436	17q25	17q25.1	606962	WBP2, DFNB107	WW domain-binding protein 2	WBP2	23558	ENSG00000132471		Deafness, autosomal recessive 107, 617639 (3), Autosomal recessive	Wbp2 (MGI:104709)
chr17	75874164	75878581	17q24-q25	17q25.1	611041	TRIM47, GOA	Tripartite motif-containing protein 47	TRIM47	91107	ENSG00000132481			Trim47 (MGI:1917374)
chr17	75879537	75896951	17q25.1	17q25.1	619408	TRIM65	Tripartite motif-containing protein 65	TRIM65	201292	ENSG00000141569			Trim65 (MGI:2442815)
chr17	75898644	75904884	17q23-q25	17q25.1	611844	MRPL38	Mitochondrial ribosomal protein L38	MRPL38	64978	ENSG00000204316			Mrpl38 (MGI:1926269)
chr17	75909574	75941042	17q25.1	17q25.1	616807	FGF1, ALB	FAS-binding factor 1	FBF1	85302	ENSG00000188878			Fbf1 (MGI:1922033)
chr17	75941507	75979166	17q25.1	17q25.1	609751	ACOX1, ACOX, SCOX, MITCH	Acyl-Coenzyme A oxidase 1, palmitoyl	ACOX1	51	ENSG00000161533		Mitchell syndrome, 618960 (3), Autosomal dominant; Peroxisomal acyl-CoA oxidase deficiency, 264470 (3), Autosomal recessive	Acox1 (MGI:1330812)
chr17	75979240	76000586	17q25.1	17q25.1	613130	TEN1, C17orf106	TEN1, CST complex subunit	TEN1	100134934	ENSG00000257949			Ten1 (MGI:1916785)
chr17	76000855	76005998	17q22-qter	17q25.1	123828	CDK3	Cyclin-dependent kinase 3	CDK3	1018	ENSG00000250506	distal to BRCA1		Cdk3 (MGI:1916931)
chr17	76006845	76027306	17q25	17q25.1	601590	EVPL	Envoplakin	EVPL	2125	ENSG00000167880			Evpl (MGI:107507)
chr17	76038785	76072517	17q25.1	17q25.1	604858	SRP68, SCN10	Signal recognition particle, 68kD	SRP68	6730	ENSG00000167881	mutation identified in 1 SCN10 patient	?Neutropenia, severe congenital, 10, autosomal recessive, 620534 (3), Autosomal recessive	Srp68 (MGI:1917447)
chr17	76071962	76077537	17q25.3	17q25.1	603691	GALR2, GALNR2	Galanin receptor 2	GALR2	8811	ENSG00000182687			Galr2 (MGI:1337018)
chr17	76079182	76082806	17q25.3	17q25.1	610935	ZACN, LGICZ1, ZAC, L2	Zinc activated ion channel	ZACN	353174	ENSG00000186919			
chr17	76081016	76103787	17q25.1	17q25.1	608163	EXOC7, EX070, KIAA1067, NEDSEBA	Exocyst complex component 7	EXOC7	23265	ENSG00000182473		Neurodevelopmental disorder with seizures and brain atrophy, 619072 (3), Autosomal recessive	Exoc7 (MGI:1859270)
chr17	76136333	76141245	17q22-q25	17q25.1	602291	FOXJ1, FKHL13, HFH4, CILD43	Forkhead box J1	FOXJ1	2302	ENSG00000129654		Ciliary dyskinesia, primary, 43, 618699 (3), Autosomal dominant	Foxj1 (MGI:1347474)
chr17	76274049	76310964	17q25.1	17q25.1	618304	QRICH2, SPGF35	Glutamine-rich protein 2	QRICH2	84074	ENSG00000129646		Spermatogenic failure 35, 618341 (3), Autosomal recessive	Qrich2 (MGI:2684912)
